dog_id,dd_age_years,dd_weight_lbs,recode.sex_2,recode.sex_3,recode.sex_4,mixed.breed
86847,2.166666667,48,1,0,0,1
81932,13.08333333,24.6,0,0,1,0
67752,11,78,0,0,1,1
49325,10.41666667,74,1,0,0,0
65819,11.91666667,34,1,0,0,1
60751,9.333333333,21,1,0,0,0
36945,8,26,1,0,0,1
80677,8.833333333,103,1,0,0,0
83487,9.25,35,0,0,1,0
91255,9,33,1,0,0,1
41294,4.833333333,26,1,0,0,1
20385,13,20,0,0,1,1
41608,15.5,51.6,1,0,0,1
92442,9.833333333,76,0,1,0,0
27125,1.333333333,34.5,1,0,0,1
56113,10,20,0,0,1,1
8052,1.583333333,35,0,0,1,1
1151,7.416666667,65,0,0,1,0
25852,1.666666667,18,0,0,1,0
48240,14.33333333,22,0,0,1,0
16088,3,93.4,0,1,0,0
97993,11.16666667,11,1,0,0,1
102001,11.58333333,92,0,0,1,0
90570,4.833333333,18,1,0,0,1
71058,9.333333333,50,0,0,1,1
48221,12,81,1,0,0,1
7590,13.16666667,9,0,0,1,0
94350,4.75,73,0,0,1,0
30976,4.5,65,1,0,0,1
1270,10.33333333,72,0,0,1,1
75558,4,65,0,0,1,0
37062,2,24,1,0,0,0
90799,10,68,1,0,0,1
17287,2.083333333,85,0,0,1,0
64075,4.666666667,58,1,0,0,0
76767,9.583333333,75,0,1,0,0
20825,2,61.5,0,0,1,0
66752,5.75,9,1,0,0,0
26700,14.58333333,45,1,0,0,0
86095,3.833333333,29,0,0,1,1
79883,3,55,1,0,0,0
71938,2.083333333,13,1,0,0,1
89814,2.666666667,18,0,0,1,0
55527,6.666666667,73,0,0,1,1
75949,8.5,49,1,0,0,1
88395,1.583333333,16.5,0,0,1,1
95783,9.416666667,9.45,0,0,1,0
97816,5.5,79,0,0,1,0
8738,1.333333333,53,1,0,0,1
1707,12.25,67,0,0,1,1
47317,2.75,60,1,0,0,1
40789,7,53.2,1,0,0,1
4349,2.916666667,4,1,0,0,0
16874,6,77.1,0,0,1,1
45084,11,60,1,0,0,0
63093,7.166666667,15,0,0,1,0
27957,10.16666667,15,0,0,1,0
77372,6.416666667,67.9,0,0,1,1
70520,12.75,65,0,0,1,1
83590,2.666666667,45,1,0,0,0
20063,7.25,6.5,0,0,1,0
100009,11.83333333,83,1,0,0,1
36584,6,8,0,0,1,1
58545,6.583333333,49,0,0,1,1
94351,5.416666667,68,0,0,1,1
64973,2.25,57,0,0,1,1
63490,2.916666667,46,1,0,0,0
2854,7.333333333,85,1,0,0,0
24767,2.5,70,0,0,1,0
89224,11.75,11.5,0,0,1,0
91410,9.333333333,52,1,0,0,1
58104,11.58333333,32,0,0,1,0
47099,10.16666667,56,1,0,0,1
46262,9.5,110,1,0,0,0
23511,8.916666667,62,0,0,1,0
30224,9.5,7,1,0,0,0
53016,3.5,19,0,0,1,0
89698,14.5,45,0,0,1,1
25539,13.41666667,16,1,0,0,1
369,4.75,61,0,1,0,0
27141,12.33333333,34,0,0,1,0
14471,7.25,11.3,1,0,0,1
36534,1.333333333,48,0,0,0,0
90871,5.416666667,16,1,0,0,1
94142,10,54,0,0,1,0
81844,0.416666667,40,0,0,0,0
5104,10.41666667,12,1,0,0,1
40928,13.33333333,78,0,0,1,1
63696,12,78,1,0,0,1
65681,4.333333333,29.8,0,0,1,0
9081,9,16,1,0,0,1
22117,10.25,26,0,0,1,1
77294,11,20.16,0,0,1,1
73973,7.25,68.7,0,0,1,1
53034,2.083333333,18,0,0,1,0
13265,3.583333333,53.5,1,0,0,0
65818,11,17,0,0,1,0
7697,3.25,86,0,0,1,0
41903,3.25,137,0,0,0,0
4580,8,63,1,0,0,1
27442,13,35,1,0,0,0
90845,15.58333333,11,0,0,1,0
79247,14.08333333,9.6,1,0,0,0
1718,10,78,0,0,1,1
67735,14.16666667,57,0,0,1,0
41226,2.833333333,73,0,0,1,1
98483,5,150,1,0,0,0
49066,11.75,7.25,0,0,1,0
45575,11.25,22,0,0,1,0
85863,14.25,16.6,1,0,0,1
87965,3.416666667,31,1,0,0,1
26222,3.416666667,6,0,0,1,0
28243,6.166666667,66,1,0,0,0
95421,0.583333333,52.4,1,0,0,1
37275,10.58333333,13,1,0,0,1
7005,2.583333333,67,1,0,0,0
27785,10.66666667,36,1,0,0,1
76402,7.833333333,41,0,0,1,1
24038,4,78,0,0,1,0
68965,2,66,0,0,1,1
90850,8.833333333,25,1,0,0,0
55290,9.916666667,125,0,0,1,1
80564,5,76.8,1,0,0,1
43853,3,73,0,0,1,1
58130,9.333333333,66,1,0,0,1
56691,2.333333333,63,0,0,1,0
51842,10.08333333,120,1,0,0,0
73512,5.916666667,26.3,0,0,1,0
57881,10.25,86,0,0,1,0
75139,2.833333333,102,1,0,0,0
75664,6.833333333,84,0,0,1,0
20887,15,80,0,0,1,0
48811,7.25,69,1,0,0,0
72513,4.583333333,108,0,0,1,0
78485,9.833333333,48,1,0,0,0
45353,3,12,0,0,1,1
4285,1.25,50,1,0,0,1
13668,9.083333333,63,0,0,1,1
5638,5.833333333,87,0,0,1,0
48255,12.58333333,30.8,1,0,0,1
61118,10,15,0,0,1,1
24517,9.666666667,9,0,0,1,0
15793,13.91666667,40,1,0,0,0
53470,5.25,153,1,0,0,0
51339,11.16666667,41.8,1,0,0,0
28231,15,18.6,0,0,1,0
89857,3.416666667,35,1,0,0,1
90711,3.833333333,22,0,0,1,0
55484,10.16666667,74,0,1,0,0
96653,13,55,1,0,0,1
26600,6,49.5,1,0,0,1
97274,3,22,0,0,1,1
37084,5.416666667,43,1,0,0,1
68738,8.25,64,1,0,0,0
64394,8.333333333,62,0,0,1,1
72899,9.166666667,60,1,0,0,1
97980,9.916666667,55,1,0,0,0
8082,12,52,1,0,0,1
78748,2.916666667,55,1,0,0,1
6454,4.083333333,66,0,0,1,0
38359,8.916666667,104,1,0,0,0
98708,0.583333333,41,0,1,0,1
89097,5.416666667,51,0,0,1,1
86354,6.083333333,18,1,0,0,0
36798,6,77.7,0,0,1,1
8352,12,14,0,0,1,0
33777,11.58333333,44,1,0,0,0
96441,2,70,0,0,1,1
71502,8.25,12.5,1,0,0,0
61675,13,29,0,0,1,0
68097,9,41,1,0,0,1
8381,12.5,52,1,0,0,1
40587,7,75,0,0,1,1
54575,13,40,1,0,0,1
17267,6.083333333,62,1,0,0,0
16025,11,69,1,0,0,1
82192,1.583333333,25,0,0,0,1
28123,15.58333333,42.7,1,0,0,1
60541,2.333333333,62,0,0,1,1
93647,11.66666667,63,1,0,0,0
45397,7.916666667,115,0,0,1,1
32987,8.083333333,20,0,0,1,0
37262,11.25,63,0,1,0,0
90150,7.5,130,0,1,0,0
41406,12,55,0,0,1,1
51340,16.58333333,7,1,0,0,0
50702,3.083333333,82,0,0,1,0
88713,4.833333333,42,1,0,0,1
35762,4.416666667,12,0,0,1,1
83747,6.25,18,1,0,0,0
82599,1.666666667,29,0,0,1,1
33104,7,66,1,0,0,1
75586,8.833333333,48,1,0,0,1
90876,10.75,59,0,0,1,1
79324,12.75,50,0,0,1,0
54016,8.25,99,0,0,1,1
4107,8.166666667,66,0,0,1,1
13805,4.25,96,0,0,1,1
33688,9.333333333,54,0,0,1,0
42204,14,22,0,0,1,1
64510,1.666666667,21,1,0,0,0
12121,15.41666667,69.2,1,0,0,0
39942,6.166666667,75,1,0,0,1
94996,7.75,39,1,0,0,1
50127,4.25,46,1,0,0,1
36399,14.75,8,1,0,0,0
86986,7.75,99.5,0,0,1,0
84469,9.666666667,61,0,0,1,0
18140,10,37,0,0,1,1
35954,4.666666667,87,0,0,1,0
65244,9.583333333,12,0,0,1,1
39831,9,57,0,0,1,1
67908,0.916666667,105,0,0,1,0
23760,12.5,12,0,0,1,0
78142,8.416666667,14,0,0,1,1
48708,12,56,0,0,1,1
81168,8.333333333,44,1,0,0,0
74661,9,38,1,0,0,1
32381,12.41666667,74,0,0,1,1
29584,5.333333333,19,1,0,0,1
25011,6.583333333,22,0,0,1,0
95272,8.5,55,1,0,0,1
86131,5,40,1,0,0,1
29772,11.41666667,25,0,0,1,0
84598,11.08333333,12.9,1,0,0,0
54434,3,79,0,0,1,1
53373,8.25,49,1,0,0,1
90713,6.25,140,1,0,0,0
38242,3.416666667,56,1,0,0,1
67945,2.666666667,86,0,0,1,1
10921,3.333333333,57,1,0,0,1
32530,7.75,75,0,0,1,0
99094,11.25,45,0,0,1,0
82769,1.75,53,0,0,1,1
98385,1.75,65,0,0,1,0
62475,6.75,46,1,0,0,1
29788,14.25,12,1,0,0,1
50570,13,32,0,0,1,0
90982,9.833333333,31,0,0,1,0
43965,12,21,1,0,0,1
102132,13.25,24,0,0,1,1
60701,5,68,0,0,1,0
28716,7.25,75.2,0,0,1,0
87970,10.33333333,26,1,0,0,0
32818,13.41666667,55,0,0,1,0
81171,3.833333333,46,1,0,0,1
87644,7.75,88,1,0,0,0
18041,8.416666667,70,1,0,0,0
483,8.166666667,17,0,0,1,0
39321,3.75,82,0,0,1,1
1333,11.83333333,65,1,0,0,1
5371,10.91666667,65,1,0,0,0
2934,10.08333333,54,0,0,1,0
62807,10,22,1,0,0,1
13146,10.41666667,22,1,0,0,0
49858,13.5,62,1,0,0,0
21656,2,48,0,0,1,1
15898,13.41666667,21.5,0,0,1,0
55052,6.25,78.8,0,0,1,1
101995,6.333333333,105,0,0,1,1
94998,1.833333333,9.2,1,0,0,0
47663,4.916666667,105,0,0,1,1
58710,8,38,0,0,1,1
50039,12.5,11.5,1,0,0,0
60570,5.583333333,35,1,0,0,0
44836,7.666666667,108,0,0,1,1
93988,3.166666667,78,1,0,0,0
57278,3.5,67,1,0,0,1
58942,6.833333333,38.6,0,0,1,1
62331,6.25,53,1,0,0,1
61764,13,78,0,0,1,1
12371,10.33333333,99,0,0,1,0
98463,4,36,0,0,1,1
48430,10.66666667,6,0,0,1,0
89191,3.5,62,1,0,0,1
75107,7.5,135,1,0,0,0
996,6.833333333,13,1,0,0,1
60605,2,56,1,0,0,1
86767,13,25,1,0,0,1
3060,10.91666667,53,0,0,1,0
72085,1.833333333,23,0,0,1,0
87766,9.5,41,1,0,0,0
86669,3,44,0,0,1,1
46208,16.33333333,18,1,0,0,0
56412,3.166666667,51,1,0,0,1
85854,12.75,53,1,0,0,1
40610,9,22.5,0,0,1,0
62614,12,29,1,0,0,1
31058,5.25,13,1,0,0,0
30581,9,28,0,0,1,1
75961,7,40.4,1,0,0,1
58347,2.25,98,0,0,1,0
48549,9,12,0,0,1,0
100128,2,60,0,0,1,0
24060,8.583333333,12,1,0,0,0
76452,12.33333333,48,1,0,0,0
14468,8,9.8,1,0,0,1
13227,5.416666667,61,1,0,0,1
65321,8,50,1,0,0,1
8666,5.083333333,22,0,0,1,1
52810,3,40.3,1,0,0,1
44093,6,43,0,0,1,1
92112,1.5,61,1,0,0,1
53329,10.41666667,78,1,0,0,0
15677,3.666666667,38,0,0,1,0
89944,10.58333333,63,0,0,1,0
30983,9,42,1,0,0,1
90175,13,50,1,0,0,1
67825,9.166666667,12,1,0,0,0
96741,15.25,26,1,0,0,1
27326,13.83333333,31.4,0,0,1,1
6282,4.25,51,1,0,0,1
81463,9.166666667,32,0,0,1,0
46261,1.583333333,65,0,0,1,0
16584,4.833333333,17,0,0,1,1
16624,8.166666667,87,0,0,1,0
40349,11,18.5,1,0,0,1
12221,4,110,1,0,0,1
97495,2.166666667,65,0,0,1,0
17027,6.333333333,44,1,0,0,1
52689,5.416666667,18.4,0,0,1,0
40591,4,64.8,1,0,0,1
96181,5,49,1,0,0,1
50601,8.916666667,41,1,0,0,1
96716,5.083333333,40.2,1,0,0,1
41775,17,39,1,0,0,0
73252,10.5,103,1,0,0,1
3798,8.166666667,29.7,0,0,1,1
29146,8.416666667,106,0,0,1,1
68887,9.333333333,10,0,0,1,1
6670,9.75,16,0,0,1,0
64552,4.75,105,0,0,1,0
85910,13.75,17,0,0,1,1
56827,8,74,0,0,1,1
631,2.666666667,75,0,0,0,0
81559,1.416666667,85,0,0,1,1
44990,1.583333333,8.5,1,0,0,0
98678,1.416666667,85.6,0,0,1,1
5607,9.25,30.3,1,0,0,1
95285,7.75,76.5,1,0,0,1
83570,6.083333333,54,0,0,1,1
31384,1.75,32,1,0,0,1
63477,10.33333333,87,1,0,0,0
41461,7,14.2,0,0,1,1
69763,9.916666667,55.1,1,0,0,1
88406,14,60,1,0,0,1
51628,11,50,1,0,0,1
98896,0.916666667,43,1,0,0,1
91906,12,60,0,0,1,1
77021,10.08333333,49,1,0,0,0
49903,5.333333333,63,0,0,1,1
42741,9.333333333,72,1,0,0,0
68974,2.666666667,103,1,0,0,1
99919,11,75,0,0,1,1
32088,15.83333333,21,0,0,1,0
3107,11.41666667,70,0,0,1,1
6322,5.166666667,9.7,1,0,0,1
97344,6.583333333,63,0,0,1,1
23486,11,59,0,0,1,1
10440,6,18,0,0,1,1
65365,13.83333333,52,0,0,1,0
90692,11.41666667,14,1,0,0,1
3506,1.916666667,82,0,0,1,0
91557,15,25,0,0,1,0
93089,0.5,40,0,0,1,1
66450,16,15,1,0,0,1
91773,3.916666667,42.1,1,0,0,0
33264,8.333333333,25,1,0,0,1
27241,7.5,22,1,0,0,0
9836,15.5,16,1,0,0,0
52483,8,78,0,0,1,1
92700,7,48,0,0,1,1
96805,7.916666667,82,0,0,1,0
87099,10.08333333,54,1,0,0,0
34010,11,17,1,0,0,1
20921,13.33333333,15,1,0,0,0
4578,16,39,1,0,0,1
99946,11,15.1,0,0,1,1
63355,1.416666667,15.6,0,0,1,1
89548,8.5,53,1,0,0,0
96874,10.83333333,140,1,0,0,0
9223,3,70,1,0,0,1
69540,4.916666667,31.5,1,0,0,1
67000,6,68,0,0,1,1
30389,13.83333333,30,1,0,0,1
12904,2.25,71,0,0,1,1
87294,4.333333333,14,1,0,0,1
24220,4.416666667,48,0,0,0,0
48561,8.833333333,118.8,0,0,1,1
82265,8.666666667,87,0,0,1,1
50818,11.83333333,93,0,0,1,0
95149,13.83333333,36.2,1,0,0,0
9810,2.25,60,1,0,0,1
26408,4.333333333,83,0,0,1,1
97573,11,62,1,0,0,1
60409,5.916666667,44,1,0,0,1
87577,6.5,85,1,0,0,1
3172,13,8.4,0,0,1,1
55446,7.75,31,1,0,0,1
91228,11.41666667,50,1,0,0,1
80861,14.91666667,13.4,1,0,0,0
28847,6.25,61,1,0,0,1
51165,8.75,37,1,0,0,1
17373,12.08333333,21,1,0,0,1
95831,5.166666667,51,0,0,1,0
89727,2,29,1,0,0,0
85444,3.833333333,55.2,1,0,0,0
1004,4.75,95,0,1,0,0
36382,3.166666667,45,0,0,1,1
81109,3.833333333,10.2,1,0,0,0
34518,1.916666667,19,1,0,0,0
96172,2.5,96,1,0,0,1
14659,7.416666667,57,1,0,0,1
24057,9.583333333,46,1,0,0,1
25906,4.666666667,32,1,0,0,0
86520,1.166666667,10.5,1,0,0,1
56923,7.416666667,26,1,0,0,0
63644,2.416666667,9,1,0,0,0
18667,11.08333333,95,0,0,1,0
89126,9.666666667,51,1,0,0,0
13974,9.666666667,32,1,0,0,0
57829,8,42,0,0,1,1
52354,8,13,0,0,1,0
93918,12.16666667,90,1,0,0,1
22308,1.166666667,37,0,0,0,0
1903,10.16666667,58,1,0,0,1
71600,11,90,0,0,1,0
94545,0.25,2.9,0,0,0,0
38610,13.58333333,25.4,0,0,1,0
90466,11,55,1,0,0,0
74186,5.083333333,73,1,0,0,0
85176,1.083333333,59,1,0,0,1
293,13.41666667,22.4,0,0,1,1
41437,3.333333333,44,1,0,0,0
55556,1.416666667,28,0,0,1,1
34574,9,13.5,0,0,1,1
98052,6,30,1,0,0,1
29276,5.833333333,57,1,0,0,0
8192,10.33333333,73,0,0,1,1
48653,7,55,1,0,0,0
64914,3.5,28,1,0,0,1
41218,10.5,85,1,0,0,0
21238,11.91666667,18.1,1,0,0,0
79238,8,125,0,0,1,0
76337,11.16666667,80,0,0,1,1
46728,9,82.5,0,0,1,0
80984,5.75,77,1,0,0,0
61180,8,14,0,0,1,0
46811,10.16666667,85,0,0,1,0
46881,11.25,85,0,0,1,0
22346,9.583333333,11,1,0,0,0
70263,10.41666667,45,1,0,0,1
84006,1.333333333,49,0,1,0,0
92039,12,46,1,0,0,1
90756,1.75,52.8,0,0,1,1
52268,3.25,47,0,0,1,0
59678,8,19,0,0,1,1
63463,1,65,1,0,0,0
8827,13,70,1,0,0,0
87949,1.25,48,0,1,0,0
5994,13.75,74,1,0,0,0
2305,7.083333333,10.3,1,0,0,1
41853,6.166666667,44,1,0,0,0
84502,4.666666667,65,0,1,0,0
82682,5.083333333,57,0,1,0,0
4236,4,105,1,0,0,0
24513,10.83333333,102,0,0,1,0
41023,13,42,0,0,1,1
85333,11,22,0,0,1,1
8010,13.83333333,46,1,0,0,0
69089,11.58333333,8.7,0,0,1,0
76076,2.333333333,4.1,1,0,0,0
95334,3.916666667,31,1,0,0,1
62230,12.5,67,1,0,0,0
20684,10.58333333,25,1,0,0,0
68730,14.16666667,29.6,1,0,0,0
91358,7,53,1,0,0,1
21484,5.75,118,0,1,0,0
89671,6.666666667,15.7,0,0,1,0
24253,8.75,70,0,0,1,0
1997,9.25,37,0,0,1,0
76921,5,41,0,0,1,1
89371,9.5,13.5,1,0,0,0
90865,13.33333333,67,1,0,0,0
20211,11,70,1,0,0,1
84365,0.5,9.2,0,1,0,0
872,14,87,0,0,1,1
42178,4.333333333,125,0,0,0,0
28768,8.833333333,98,1,0,0,0
74320,20.41666667,55.8,1,0,0,1
53546,12,12,1,0,0,1
44297,5.083333333,16.8,0,1,0,0
3465,10.08333333,57,1,0,0,1
44422,2.916666667,108,0,0,1,1
64080,11.75,72,0,0,1,1
34570,3.833333333,42,1,0,0,1
68086,1.75,97,1,0,0,0
53893,14.25,60,0,0,1,0
31072,5.833333333,95,0,0,1,0
62334,3.333333333,41.6,1,0,0,0
485,6.166666667,50,1,0,0,1
77832,11,33,0,0,1,1
46419,15.08333333,10,1,0,0,0
78967,7.833333333,62,0,0,1,1
5663,11.91666667,43,1,0,0,1
38327,8,10,1,0,0,1
82456,10.91666667,75,1,0,0,0
81683,12.83333333,41,1,0,0,1
95763,13.83333333,71,0,0,1,0
81760,2.75,12,0,1,0,1
43335,11,54,1,0,0,1
102433,0.416666667,25,0,0,0,1
100721,11.91666667,70,1,0,0,0
58686,3.75,64,0,0,1,0
7462,11.66666667,20,0,0,1,1
56868,13.91666667,42,1,0,0,0
57775,15,24,1,0,0,0
52603,1.833333333,15,0,0,1,1
8498,10.66666667,66,1,0,0,0
69250,7.583333333,31,0,1,0,0
90020,13,65.4,0,0,1,1
37921,9.083333333,35,1,0,0,0
52399,3.416666667,55.2,1,0,0,0
58290,1.916666667,60,1,0,0,1
90787,12,70,0,0,1,1
95345,13,42,1,0,0,1
57321,4,16,0,0,1,1
103053,12.16666667,120,0,0,1,0
45445,5.25,78,1,0,0,0
101130,8,25,0,0,1,1
14646,2,43,0,0,1,1
81200,4.833333333,20,1,0,0,1
45576,2.666666667,94.5,0,1,0,0
75190,7.583333333,59,0,0,1,1
39885,15,21,0,0,1,0
55910,5.5,18,1,0,0,0
81839,7,55,1,0,0,1
85405,12.66666667,68,1,0,0,1
102934,6.5,30,0,0,1,1
28625,14.75,60,1,0,0,1
99717,2.833333333,14,0,0,0,0
83850,0.833333333,90,0,1,0,0
79514,3.5,55,0,0,1,0
45023,11.25,62,0,0,1,1
61009,13.41666667,26.4,1,0,0,0
67909,7.916666667,45,0,0,1,0
81230,13.25,54,1,0,0,0
102238,0.75,28,0,0,0,0
88979,12,55,1,0,0,1
19630,10.33333333,12,1,0,0,1
58344,4.833333333,97,0,0,1,0
47885,10.5,55,1,0,0,1
82631,14,15,0,0,1,1
20672,4.416666667,75,1,0,0,1
2750,5.916666667,65,0,0,1,1
6527,5.166666667,52.6,0,0,1,0
70171,5.666666667,26,1,0,0,0
86769,16.41666667,10.1,1,0,0,1
95190,2.166666667,72,0,1,0,0
28443,10.33333333,105,0,1,0,0
93865,7.75,72,1,0,0,1
102273,7.166666667,45,1,0,0,1
17206,5,10,1,0,0,1
77975,10.16666667,65,0,0,1,1
101189,1.416666667,58.02,1,0,0,1
16897,8,29,1,0,0,1
44069,11,92,1,0,0,0
69008,11.58333333,47,0,0,1,0
97078,1.583333333,52,0,0,1,0
81514,9.5,68,1,0,0,0
15819,1.416666667,52,1,0,0,1
19268,9.083333333,59,1,0,0,0
10153,2.25,24,0,0,1,0
97661,1.583333333,30,0,0,1,1
94857,1.75,68,0,0,1,0
13052,8.083333333,56,0,0,1,1
88205,9.916666667,62,1,0,0,0
67089,4.333333333,26.6,0,0,1,0
90540,5.333333333,48,0,0,0,0
95609,7.916666667,101.5,0,0,1,0
34457,5.083333333,18,1,0,0,0
20168,4.5,70,1,0,0,0
88086,8.583333333,43,0,0,1,0
67544,8.25,34.2,0,0,1,0
73816,12.08333333,73,1,0,0,0
88114,2.25,40,1,0,0,0
62412,4.583333333,115,0,0,1,1
75775,1.083333333,53.6,1,0,0,0
71429,15,82,0,0,1,0
73078,10.75,73,1,0,0,0
76605,10.66666667,100,1,0,0,1
3021,14.25,41,0,0,1,1
79859,15,14,0,0,1,0
101450,8,28,0,0,1,0
98288,12.91666667,25,1,0,0,0
87571,12,26.7,1,0,0,0
27075,8.583333333,65,1,0,0,1
13385,2.5,47,1,0,0,1
59299,12.16666667,65,1,0,0,1
76400,10,9.4,0,1,0,0
79344,7,12.4,1,0,0,1
3703,10.66666667,63,1,0,0,0
65912,9.083333333,77,0,1,0,0
89200,3,17.2,1,0,0,1
9006,12.25,19.8,1,0,0,1
16311,9.833333333,8.1,1,0,0,0
35468,11,83.5,0,0,1,1
78882,10.5,75,0,0,1,0
81280,8.833333333,8,1,0,0,1
71898,5.083333333,22,1,0,0,1
59449,4.666666667,8,0,0,1,0
13011,5.833333333,120,0,1,0,0
35891,8.083333333,20,0,0,1,1
81172,9,61,1,0,0,1
18397,17.5,54,0,0,1,0
97120,1.25,50,0,1,0,0
86527,4.75,15.3,0,0,1,1
89180,4.5,25,1,0,0,1
35115,5.416666667,67,0,0,1,1
87494,13.83333333,60,1,0,0,1
28867,13.58333333,9.8,0,0,1,0
70475,8,57,1,0,0,0
85893,15.33333333,19.2,0,0,1,1
1090,6.666666667,115,1,0,0,0
91929,0.75,49,1,0,0,0
59252,10.33333333,4.8,1,0,0,0
78046,7.833333333,12,1,0,0,1
62856,16.16666667,33,1,0,0,0
20224,3.333333333,16,1,0,0,1
62879,9.75,58,0,0,1,1
102513,9.416666667,15,0,0,1,0
15304,8.833333333,54,0,0,1,1
81842,11.75,21.4,0,0,1,0
38300,12.16666667,65,1,0,0,0
34715,2.916666667,21.6,0,1,0,0
81753,2.25,85,1,0,0,1
937,6.833333333,63,1,0,0,0
10466,4.666666667,35,1,0,0,1
91759,3.5,44,1,0,0,1
1530,2,76,1,0,0,0
76546,3.666666667,63,0,1,0,0
73671,4,23.5,1,0,0,1
69923,12.25,50,0,0,1,1
90880,4.666666667,42,1,0,0,1
23702,7.083333333,65,0,0,1,0
12740,1.583333333,62,1,0,0,0
78643,7.416666667,110,0,0,1,0
87004,9.583333333,25,1,0,0,1
55510,8.333333333,45,0,0,1,1
96429,4.666666667,82,1,0,0,0
36814,8,38,1,0,0,1
32176,10,34.2,0,0,1,1
21905,1.083333333,91,1,0,0,0
49913,9.916666667,57,1,0,0,1
7049,11.5,72.3,0,0,1,0
61853,1.75,34,0,0,0,0
59155,14,25,1,0,0,1
80896,11.41666667,140,0,0,1,1
62635,6.25,32,1,0,0,1
29817,8.666666667,29,0,0,1,0
48278,6.916666667,90,1,0,0,1
37794,13,32,1,0,0,1
100328,14.16666667,8,1,0,0,0
1118,2.25,57,1,0,0,0
27448,9,69,0,0,1,1
73135,13.16666667,53,1,0,0,1
68575,4,65,0,0,1,1
60812,4.916666667,11.5,1,0,0,0
84902,10,49,1,0,0,0
6423,6.333333333,18,0,0,1,1
94455,8.166666667,5.4,0,1,0,0
37602,9.416666667,18,0,0,1,0
81853,4.333333333,7.25,1,0,0,0
84011,5.916666667,31,1,0,0,0
29607,10.58333333,47,1,0,0,0
103494,5.25,48,1,0,0,0
25005,16,11,1,0,0,0
11042,6.5,80,0,0,1,1
33403,10.83333333,36,0,0,1,1
71728,11,53,1,0,0,1
28838,4.833333333,38,0,0,1,1
55502,4.75,88,0,0,1,0
74113,8,5.2,1,0,0,1
26293,9.083333333,52,1,0,0,1
47003,11,13,1,0,0,1
34991,1.916666667,56.3,0,1,0,0
88524,8.083333333,13.4,0,0,1,1
90072,4.666666667,120,0,0,1,0
101849,13.33333333,21,0,0,1,0
91667,9.166666667,25,0,0,1,1
64855,4,37,1,0,0,0
96662,1,81,0,1,0,0
44872,4.25,78,1,0,0,0
73654,2.416666667,50,0,0,1,0
88998,0.5,29,0,0,1,1
79535,1.916666667,47,1,0,0,1
87007,3.333333333,30,1,0,0,1
83808,2.166666667,5.2,0,0,1,1
34377,1,59,1,0,0,0
96220,2.583333333,84,1,0,0,0
62732,13,52,1,0,0,1
35031,2.333333333,20,1,0,0,1
84386,0.833333333,75,1,0,0,0
51247,6.25,67.8,0,1,0,0
89390,1.083333333,48,0,0,0,0
55333,5.5,38,1,0,0,0
79405,5,65.8,0,0,1,1
49510,3,56,0,0,1,1
82431,13,17,0,0,1,0
51959,9.916666667,140,0,1,0,0
16419,11,70,0,0,1,1
61535,2,105,0,0,1,1
1069,8.833333333,57,1,0,0,1
80591,10.83333333,63,1,0,0,1
40804,17.16666667,11,1,0,0,0
59701,7,101,1,0,0,1
70860,3.833333333,13.5,0,0,1,0
3419,2.166666667,23,0,0,1,0
74810,10.5,52,1,0,0,0
77500,11.25,64,1,0,0,1
94812,16.66666667,8,0,0,1,1
44812,8.75,90,1,0,0,1
87809,10.5,5.4,1,0,0,0
37091,10.58333333,21,1,0,0,0
4926,10.16666667,47.4,0,1,0,0
56282,14.5,45,0,0,1,1
98116,14.5,16,0,0,1,0
47560,6,72.4,0,0,1,1
9535,6.5,91,0,0,1,0
92643,5,35,1,0,0,1
42343,5.25,63,0,0,1,1
55384,9.833333333,76,0,0,1,1
88441,4.75,30,0,0,1,1
75729,9.5,32,0,1,0,0
76736,11.66666667,6.8,1,0,0,0
102601,9,86,0,1,0,0
11867,2.75,78,0,0,1,1
67887,5.583333333,95,1,0,0,1
102288,14,43,1,0,0,1
95486,1.25,77,1,0,0,0
47654,5.25,58,1,0,0,1
37805,3.666666667,26,0,0,1,1
54201,7.75,99,0,0,1,1
100067,3,63,1,0,0,1
12750,6.333333333,87.3,0,0,1,0
84168,10.75,79,1,0,0,0
5164,14,62,1,0,0,1
58472,5.75,62,1,0,0,1
87553,9.333333333,9,1,0,0,0
61179,10.25,44,1,0,0,1
30043,1.166666667,10.3,1,0,0,1
25195,19.41666667,125,0,0,1,0
75434,10,80,0,1,0,0
31899,15.75,8,0,1,0,0
48697,11,16,1,0,0,1
93932,2.166666667,87.6,0,1,0,0
82800,9.666666667,13.5,0,0,1,0
60774,8,35,0,0,1,1
67532,3.333333333,8.6,1,0,0,0
88144,8.833333333,14,0,0,1,0
62809,9.333333333,56,1,0,0,1
75051,5.416666667,60.6,1,0,0,0
27926,9.5,17,1,0,0,0
89947,13.5,19.8,0,0,1,0
16701,8.916666667,13,1,0,0,1
76558,4,15.6,1,0,0,1
88628,9.083333333,45.8,0,0,1,0
47331,12,18,1,0,0,0
72358,5.25,110,0,0,1,0
38170,11,62,0,0,1,1
44648,2.416666667,65,1,0,0,1
2084,8.083333333,47,1,0,0,1
61434,15.41666667,18.4,0,0,1,0
57620,10,15,0,0,1,1
98398,7.666666667,140,0,0,1,0
29501,12.41666667,73,1,0,0,0
8004,11.5,87,0,0,1,0
90943,15.33333333,29,0,0,1,1
